"ontology title","ontology iri","summary","authors","contributors","license information","project page","source page","latest json-ld file","latest n3 file","latest ntriples file","latest rdf/xml file","latest turtle file","modified","version"
"Sharework Ontology for Human-Robot Collaboration","http://pst.istc.cnr.it/ontologies/2019/01/soho","The SOHO ontology describes Human-Robot Collaboration Scenarios in Manufacturing. It pursues a context-based approach characterizing knowledge from different synergetic perspectives: (i) Environment context; (ii) Behavior context; (iii) Production context. The combination of these contexts supports a contextual and flexible interpretation of environment states, skills of cobots and workers and, production events.","Alessandro Umbrico,Andrea Orlandini,Amedeo Cesta",,"Apache License 2.0","https://industryportal.enit.fr/ontologies/SOHO",,,,,"https://data.industryportal.enit.fr/ontologies/SOHO/submissions/1/download?apikey=019adb70-1d64-41b7-8f6e-8f7e5eb54942",,,"1.0.0"
"Shaver Vocabulary","http://purl.org/opdm/shaver#","Vocabulary to describe shavers, epilators.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","http://www.ebusiness-unibw.org/ontologies/opdm/shaver.html",,,,,"http://purl.org/opdm/shaver#",,,
"Shoe Vocabulary","http://purl.org/opdm/shoe#","Vocabulary to represent the product type Shoe in the context of the OPDM project: (1) Fashion & Accessories Shoes. Defined by shoes for men, ladies and kids for all occasions. (2) Leisure & Sporting Goods Sport shoes. Implies all kind of sport shoes like trainers, running shoes, flip flops, skate shoes, football and hiking boots.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","http://www.ebusiness-unibw.org/ontologies/opdm/shoe.html",,,,,"http://purl.org/opdm/shoe#",,,
"Shredder Vocabulary","http://purl.org/opdm/shredder#","Vocabulary to represent various types of shredder devices.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","http://www.ebusiness-unibw.org/ontologies/opdm/shredder.html",,,,,"http://purl.org/opdm/shredder#",,,
"SI units","http://emmo.info/emmo/middle/siunits","The module 'siunits' defines the 7 base units and 22 derived units as well as the metric prefixes specified in the SI system.","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis",,"CC-BY 4.0","https://github.com/emmo-repo/EMMO",,,,,,"http://emmo.info/emmo/1.0.0-beta/middle/siunits","2020-12-05","1.0.0-beta"
"Simple Knowledge Organization System","http://www.w3.org/2004/02/skos/core#","An RDF vocabulary for describing the basic structure and content of concept schemes such as thesauri, classification schemes, subject heading lists, taxonomies,'folksonomies',other types of controlled vocabulary and also concept schemes embedded in glossaries and terminologies.","Dave Beckett,Nikki Rogers,Alistair Miles,Sean Bechhofer,Participants in W3C's Semantic Web Deployment Working Group",,"W3C Document License (2023)","https://www.w3.org/2004/02/skos/",,,,,"https://www.w3.org/2009/08/skos-reference/skos.rdf",,"2009-08-18",
"SimplePartWhole","http://www.w3.org/2001/sw/BestPractices/OEP/SimplePartWhole/part.owl","An ontology containing the basic part relations: partOf, hasPart, partOf_directly, and hasPart_directly.","Alan Rector,Chris Welty",,"W3C Document License (2023)","https://www.w3.org/2001/sw/BestPractices/OEP/SimplePartWhole/simple-part-whole-relations-v1.5.html",,,,,"http://www.w3.org/2001/sw/BestPractices/OEP/SimplePartWhole/part.owl",,"2005-08-11","1.0"
"skos4ExtruOnt","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/skos4ExtruOnt","submodule from: SKOS Simple Knowledge Organization System RDF Schema.","Alistair Miles,Sean Bechhofer",,"CC-BY 4.0","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/docs/",,,,,"http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/skos4ExtruOnt.owl",,,
"SmartProducts EADS","http://kmi.open.ac.uk/projects/smartproducts/ontologies/eads.owl","Defines concepts and properties specific for the EADS use case (aircraft assembly).","SmartProducts Network of Ontologies",,,"https://projects.kmi.open.ac.uk/smartproducts/ontology.html",,,,,"http://kmi.open.ac.uk/projects/smartproducts/ontologies/eads.owl",,"2012-04-26","2.6"
"spatial4ExtruOnt","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/spatial4ExtruOnt","An RDF/OWL schema for representing the Region Connection Calculus (RCC8).","BDI – Interoperable Databases GroupUniversity of the Basque Country UPV/EHU",,"CC-BY 4.0","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/docs/",,,,,"http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/spatial4ExtruOnt.owl",,"2019-04-01",
"SPIN Modeling Vocabulary","http://spinrdf.org/spin#","An RDF Schema that can be used to attach constraints and rules to RDFS classes, and to encapsulate reusable SPARQL queries into functions and templates.","Holger Knublauch",,"W3C Document License (2023)","https://www.w3.org/submissions/spin-modeling/",,,,,"https://spinrdf.org/spin",,"2011-02-22","1.4"
"SPIN SPARQL Syntax","http://spinrdf.org/sp#","An RDF schema to syntactically represent SPARQL queries and update commands as RDF triples.","Holger Knublauch,James A. Hendler,Kingsley Idehen",,"W3C Document License (2023)","https://spinrdf.org/",,,,,"https://spinrdf.org/sp",,"2011-02-22","1.5.1"
"SPIN SPIF","http://spinrdf.org/spif#","A library of generally useful SPARQL functions defined using SPIN.",,,,,,,,,"https://spinrdf.org/spif",,,"0.2.0"
"SPIN Standard Library","http://spinrdf.org/spl#","A collection of generally useful SPARQL functions (expressed as SPIN functions),and SPIN templates. Also provides a top-level classification of functions, and definitions of the standard SPARQL functions.","Holger Knublauch",,"W3C Document License (2023)","https://spinrdf.org/spl.html",,,,,"https://spinrdf.org/spl",,"2009-10-20","1.4.2"
"sqwrl","http://sqwrl.stanford.edu/ontologies/built-ins/3.4/sqwrl.owl",,,,,"https://github.com/protegeproject/swrlapi/wiki",,,,,"http://sqwrl.stanford.edu/ontologies/built-ins/3.4/sqwrl.owl",,,"3.4"
"Statistical classification of products by activity","http://data.europa.eu/ehl/cpa21/cpa21","CPA 2.1 is the European version of the CPC 2.1 (Central Product Classifications of the United Nations) and with a structure based on NACE 2 according to the criterion of economic origin (and thus the definition of the economic activities).","Eurostat",,,"https://op.europa.eu/en/web/eu-vocabularies/dataset/-/resource?uri=http://publications.europa.eu/resource/dataset/cpa21",,,,,"https://op.europa.eu/o/opportal-service/euvoc-download-handler?cellarURI=http%3A%2F%2Fpublications.europa.eu%2Fresource%2Fcellar%2Fc2c67eac-c1d4-11ee-b164-01aa75ed71a1.0001.02%2FDOC_1&fileName=ESTAT-CPA21.rdf",,"2024-01-04","2.1"
"Storage Media Vocabulary","http://purl.org/opdm/storagemedia#","Vocabulary to describe hard disk drives, solid-state drives, USB flash drives, memory cards.","Martin Hepp,Bene Rodriguez-Castro,László Török",,"CC-BY 3.0","http://www.ebusiness-unibw.org/ontologies/opdm/storagemedia.html",,,,,"http://purl.org/opdm/storagemedia#",,,
"SUMO CORA","http://purl.org/ieee1872-owl/sumo-cora","This is the OWL implementation of SUMO as used by IEEE 1872-2015.","Sandro Rama Fiorini,Vitor Fortes Rey",,"CC-BY 4.0","https://github.com/srfiorini/IEEE1872-owl",,,,,"https://raw.githubusercontent.com/srfiorini/IEEE1872-owl/master/sumo-cora.owl",,"2019-07-14","1.0"
"SWEET Ontology Human","http://sweetontology.net/human",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/human.ttl",,"3.6.0"
"SWEET Ontology Human Agriculture","http://sweetontology.net/humanAgriculture",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanAgriculture.ttl",,"3.6.0"
"SWEET Ontology Human Commerce","http://sweetontology.net/humanCommerce",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanCommerce.ttl",,"3.6.0"
"SWEET Ontology Human Decision","http://sweetontology.net/humanDecision",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanDecision.ttl",,"3.6.0"
"SWEET Ontology Human Environmental Assessment","http://sweetontology.net/humanEnvirAssessment",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanEnvirAssessment.ttl",,"3.6.0"
"SWEET Ontology Human Environmental Conservation","http://sweetontology.net/humanEnvirConservation",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanEnvirConservation.ttl",,"3.6.0"
"SWEET Ontology Human Environmental Control","http://sweetontology.net/humanEnvirControl",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanEnvirControl.ttl",,"3.6.0"
"SWEET Ontology Human Environmental Standards","http://sweetontology.net/humanEnvirStandards",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanEnvirStandards.ttl",,"3.6.0"
"SWEET Ontology Human Jurisdiction","http://sweetontology.net/humanJurisdiction",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanJurisdiction.ttl",,"3.6.0"
"SWEET Ontology Human Knowledge Domain","http://sweetontology.net/humanKnowledgeDomain",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanKnowledgeDomain.ttl",,"3.6.0"
"SWEET Ontology Human Research","http://sweetontology.net/humanResearch",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanResearch.ttl",,"3.6.0"
"SWEET Ontology Human Technology Readiness","http://sweetontology.net/humanTechReadiness",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanTechReadiness.ttl",,"3.6.0"
"SWEET Ontology Human Transportation","http://sweetontology.net/humanTransportation",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/humanTransportation.ttl",,"3.6.0"
"SWEET Ontology Material Aerosol","http://sweetontology.net/matrAerosol",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrAerosol.ttl",,"3.6.0"
"SWEET Ontology Material Animal","http://sweetontology.net/matrAnimal",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrAnimal.ttl",,"3.6.0"
"SWEET Ontology Material Biomass","http://sweetontology.net/matrBiomass",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrBiomass.ttl",,"3.6.0"
"SWEET Ontology Material Compound","http://sweetontology.net/matrCompound",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrCompound.ttl",,"3.6.0"
"SWEET Ontology Material Element","http://sweetontology.net/matrElement",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrElement.ttl",,"3.6.0"
"SWEET Ontology Material Elemental Molecule","http://sweetontology.net/matrElementalMolecule",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrElementalMolecule.ttl",,"3.6.0"
"SWEET Ontology Material Energy","http://sweetontology.net/matrEnergy",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrEnergy.ttl",,"3.6.0"
"SWEET Ontology Material Equipment","http://sweetontology.net/matrEquipment",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrEquipment.ttl",,"3.6.0"
"SWEET Ontology Material Facility","http://sweetontology.net/matrFacility",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrFacility.ttl",,"3.6.0"
"SWEET Ontology Material Industrial","http://sweetontology.net/matrIndustrial",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrIndustrial.ttl",,"3.6.0"
"SWEET Ontology Material Instrument","http://sweetontology.net/matrInstrument",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrInstrument.ttl",,"3.6.0"
"SWEET Ontology Material Ion","http://sweetontology.net/matrIon",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrIon.ttl",,"3.6.0"
"SWEET Ontology Material Isotope","http://sweetontology.net/matrIsotope",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrIsotope.ttl",,"3.6.0"
"SWEET Ontology Material Microbiota","http://sweetontology.net/matrMicrobiota",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrMicrobiota.ttl",,"3.6.0"
"SWEET Ontology Material Mineral","http://sweetontology.net/matrMineral","List of names compiled manually primarily from the index pages of Introduction to Mineralogy by Nesse (2000) (see https://www.worldcat.org/title/introduction-to-mineralogy/oclc/39961846) with supporting information via mindat.org. All newly added minerals are designated by the triple --- dcterms:contributor https://orcid.org/0000-0002-0337-8610",,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrMineral.ttl",,"3.6.0"
"SWEET Ontology Material Natural Resource","http://sweetontology.net/matrNaturalResource",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrNaturalResource.ttl",,"3.6.0"
"SWEET Ontology Material Organic Compound","http://sweetontology.net/matrOrganicCompound",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrOrganicCompound.ttl",,"3.6.0"
"SWEET Ontology Material Particle","http://sweetontology.net/matrParticle",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrParticle.ttl",,"3.6.0"
"SWEET Ontology Material Plant","http://sweetontology.net/matrPlant",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrPlant.ttl",,"3.6.0"
"SWEET Ontology Material Rock","http://sweetontology.net/matrRock",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrRock.ttl",,"3.6.0"
"SWEET Ontology Material Rock Igneous","http://sweetontology.net/matrRockIgneous",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrRockIgneous.ttl",,"3.6.0"
"SWEET Ontology Material Sediment","http://sweetontology.net/matrSediment",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrSediment.ttl",,"3.6.0"
"SWEET Ontology Material Water","http://sweetontology.net/matrWater",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matrWater.ttl",,"3.6.0"
"SWEET Ontology Materials","http://sweetontology.net/matr",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/matr.ttl",,"3.6.0"
"SWEET Ontology Phenomena","http://sweetontology.net/phen",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phen.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere","http://sweetontology.net/phenAtmo",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmo.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere Cloud","http://sweetontology.net/phenAtmoCloud",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmoCloud.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere Fog","http://sweetontology.net/phenAtmoFog",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmoFog.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere Front","http://sweetontology.net/phenAtmoFront",,,"https://orcid.org/0000-0003-0632-7576","CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmoFront.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere Lightning","http://sweetontology.net/phenAtmoLightning",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmoLightning.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere Precipitation","http://sweetontology.net/phenAtmoPrecipitation",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmoPrecipitation.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere Pressure","http://sweetontology.net/phenAtmoPressure",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmoPressure.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere Sky","http://sweetontology.net/phenAtmoSky",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmoSky.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere Transport","http://sweetontology.net/phenAtmoTransport",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmoTransport.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere Wind","http://sweetontology.net/phenAtmoWind",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmoWind.ttl",,"3.6.0"
"SWEET Ontology Phenomena Atmosphere Wind Mesoscale","http://sweetontology.net/phenAtmoWindMesoscale",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenAtmoWindMesoscale.ttl",,"3.6.0"
"SWEET Ontology Phenomena Biology","http://sweetontology.net/phenBiol",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenBiol.ttl",,"3.6.0"
"SWEET Ontology Phenomena Cryosphere","http://sweetontology.net/phenCryo",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenCryo.ttl",,"3.6.0"
"SWEET Ontology Phenomena Cycle","http://sweetontology.net/phenCycle",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenCycle.ttl",,"3.6.0"
"SWEET Ontology Phenomena Cycle Material","http://sweetontology.net/phenCycleMaterial",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenCycleMaterial.ttl",,"3.6.0"
"SWEET Ontology Phenomena Ecology","http://sweetontology.net/phenEcology",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenEcology.ttl",,"3.6.0"
"SWEET Ontology Phenomena ElectroMagnetic","http://sweetontology.net/phenElecMag",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenElecMag.ttl",,"3.6.0"
"SWEET Ontology Phenomena Energy","http://sweetontology.net/phenEnergy",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenEnergy.ttl",,"3.6.0"
"SWEET Ontology Phenomena Environmental Impact","http://sweetontology.net/phenEnvirImpact",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenEnvirImpact.ttl",,"3.6.0"
"SWEET Ontology Phenomena Fluid Dynamics","http://sweetontology.net/phenFluidDynamics",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenFluidDynamics.ttl",,"3.6.0"
"SWEET Ontology Phenomena Fluid Instability","http://sweetontology.net/phenFluidInstability",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenFluidInstability.ttl",,"3.6.0"
"SWEET Ontology Phenomena Fluid Transport","http://sweetontology.net/phenFluidTransport",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenFluidTransport.ttl",,"3.6.0"
"SWEET Ontology Phenomena Geologic","http://sweetontology.net/phenGeol",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenGeol.ttl",,"3.6.0"
"SWEET Ontology Phenomena Geologic Fault","http://sweetontology.net/phenGeolFault",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenGeolFault.ttl",,"3.6.0"
"SWEET Ontology Phenomena Geologic Geomorphology","http://sweetontology.net/phenGeolGeomorphology",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenGeolGeomorphology.ttl",,"3.6.0"
"SWEET Ontology Phenomena Geologic Seismicity","http://sweetontology.net/phenGeolSeismicity",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenGeolSeismicity.ttl",,"3.6.0"
"SWEET Ontology Phenomena Geologic Tectonic","http://sweetontology.net/phenGeolTectonic",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenGeolTectonic.ttl",,"3.6.0"
"SWEET Ontology Phenomena Geologic Volcano","http://sweetontology.net/phenGeolVolcano",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenGeolVolcano.ttl",,"3.6.0"
"SWEET Ontology Phenomena Heliosphere","http://sweetontology.net/phenHelio",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenHelio.ttl",,"3.6.0"
"SWEET Ontology Phenomena Hydrosphere","http://sweetontology.net/phenHydro",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenHydro.ttl",,"3.6.0"
"SWEET Ontology Phenomena Mixing","http://sweetontology.net/phenMixing",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenMixing.ttl",,"3.6.0"
"SWEET Ontology Phenomena Ocean","http://sweetontology.net/phenOcean",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenOcean.ttl",,"3.6.0"
"SWEET Ontology Phenomena Ocean Coastal","http://sweetontology.net/phenOceanCoastal",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenOceanCoastal.ttl",,"3.6.0"
"SWEET Ontology Phenomena Ocean Dynamics","http://sweetontology.net/phenOceanDynamics",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenOceanDynamics.ttl",,"3.6.0"
"SWEET Ontology Phenomena Planetary Climate","http://sweetontology.net/phenPlanetClimate",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenPlanetClimate.ttl",,"3.6.0"
"SWEET Ontology Phenomena Reaction","http://sweetontology.net/phenReaction",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenReaction.ttl",,"3.6.0"
"SWEET Ontology Phenomena Solid","http://sweetontology.net/phenSolid",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenSolid.ttl",,"3.6.0"
"SWEET Ontology Phenomena Star","http://sweetontology.net/phenStar",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenStar.ttl",,"3.6.0"
"SWEET Ontology Phenomena System","http://sweetontology.net/phenSystem",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenSystem.ttl",,"3.6.0"
"SWEET Ontology Phenomena System Complexity","http://sweetontology.net/phenSystemComplexity",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenSystemComplexity.ttl",,"3.6.0"
"SWEET Ontology Phenomena Wave","http://sweetontology.net/phenWave",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenWave.ttl",,"3.6.0"
"SWEET Ontology Phenomena Wave Noise","http://sweetontology.net/phenWaveNoise",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/phenWaveNoise.ttl",,"3.6.0"
"SWEET Ontology Process","http://sweetontology.net/proc",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/proc.ttl",,"3.6.0"
"SWEET Ontology Process Chemical","http://sweetontology.net/procChemical",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/procChemical.ttl",,"3.6.0"
"SWEET Ontology Process Physical","http://sweetontology.net/procPhysical",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/procPhysical.ttl",,"3.6.0"
"SWEET Ontology Process State Change","http://sweetontology.net/procStateChange",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/procStateChange.ttl",,"3.6.0"
"SWEET Ontology Process Wave","http://sweetontology.net/procWave",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/procWave.ttl",,"3.6.0"
"SWEET Ontology Property","http://sweetontology.net/prop",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/prop.ttl",,"3.6.0"
"SWEET Ontology Property Binary","http://sweetontology.net/propBinary",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propBinary.ttl",,"3.6.0"
"SWEET Ontology Property Capacity","http://sweetontology.net/propCapacity",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propCapacity.ttl",,"3.6.0"
"SWEET Ontology Property Categorical","http://sweetontology.net/propCategorical",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propCategorical.ttl",,"3.6.0"
"SWEET Ontology Property Charge","http://sweetontology.net/propCharge",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propCharge.ttl",,"3.6.0"
"SWEET Ontology Property Chemical","http://sweetontology.net/propChemical",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propChemical.ttl",,"3.6.0"
"SWEET Ontology Property Conductivity","http://sweetontology.net/propConductivity",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propConductivity.ttl",,"3.6.0"
"SWEET Ontology Property Count","http://sweetontology.net/propCount",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propCount.ttl",,"3.6.0"
"SWEET Ontology Property Difference","http://sweetontology.net/propDifference",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propDifference.ttl",,"3.6.0"
"SWEET Ontology Property Diffusivity","http://sweetontology.net/propDiffusivity",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propDiffusivity.ttl",,"3.6.0"
"SWEET Ontology Property Dimensionless Ratio","http://sweetontology.net/propDimensionlessRatio",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propDimensionlessRatio.ttl",,"3.6.0"
"SWEET Ontology Property Energy","http://sweetontology.net/propEnergy",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propEnergy.ttl",,"3.6.0"
"SWEET Ontology Property Energy Flux","http://sweetontology.net/propEnergyFlux",,,,"CC0-1.0",,,,,,,"https://raw.githubusercontent.com/ESIPFed/sweet/master/src/propEnergyFlux.ttl",,"3.6.0"
