"ontology title","ontology iri","summary","authors","contributors","license information","project page","source page","latest json-ld file","latest n3 file","latest ntriples file","latest rdf/xml file","latest turtle file","modified","version","source title","source url"
"The Linked Web APIs Ontology","http://linked-web-apis.fit.cvut.cz/ns/core","","","","","","https://archivo.dbpedia.org/info?o=http://linked-web-apis.fit.cvut.cz/ns/core","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Flinked-web-apis.fit.cvut.cz%2Fns%2Fcore&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Flinked-web-apis.fit.cvut.cz%2Fns%2Fcore&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Flinked-web-apis.fit.cvut.cz%2Fns%2Fcore&f=ttl","2020-12-17","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The MGED Ontology","http://mged.sourceforge.net/ontologies/MGEDOntology.owl","Concepts, definitions, terms, and resources for standardized description of a microarray experiment in support of MAGE v.1. The MGED ontology is divided into the MGED Core ontology which is intended to be stable and in synch with MAGE v.1; and the MGED Extended ontology which adds further associations and classes not found in MAGE v.1","","","","","https://archivo.dbpedia.org/info?o=http://mged.sourceforge.net/ontologies/MGEDOntology.owl","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fmged.sourceforge.net%2Fontologies%2FMGEDOntology.owl&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fmged.sourceforge.net%2Fontologies%2FMGEDOntology.owl&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fmged.sourceforge.net%2Fontologies%2FMGEDOntology.owl&f=ttl","2020-05-07","1.3.1.1","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The MOBY-Mygrid Service Ontology","http://www.mygrid.org.uk/mygrid-moby-service","","","","","","https://archivo.dbpedia.org/info?o=http://www.mygrid.org.uk/mygrid-moby-service","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fwww.mygrid.org.uk%2Fmygrid-moby-service&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fwww.mygrid.org.uk%2Fmygrid-moby-service&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fwww.mygrid.org.uk%2Fmygrid-moby-service&f=ttl","2020-05-07","0.01","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The MOSAiC Ontology","https://purl.dataone.org/odo/MOSAIC_","Ontology to support Semantic Annotation of MOSAiC datasets housed in the Arctic Data Center (https://arcticdata. io).Developed with Protege 5.5.0Inferences using Pellet 2.2.0 The MOSAiC ontology is created at NCEAS, UCSB by staff from the Arctic Data Center, and is licensed under CC BY 4.0 (https://creativecommons. org/licenses/by/4.0/) The MOSAiC ontology is licensed under CC BY 4.0. You are free to share (copy and redistribute the material in any medium or format) and adapt (remix, transform, and build upon the material) for any purpose, even commercially. for anypurpose, even commercially. The licensor cannot revoke these freedoms as long as you follow the license terms. You must give appropriate credit (by using the original ontology IRI for the whole ontology and original term IRIs for individual terms), provide a link to the license, and indicate if any changes were made. You may do so in any reasonable manner, but not in any way that suggests the licensor endorses you or your use. Updated 2021-09-02: New term isBasisFor (inverse hasBasis). Added missing hasChiefScientist and hasBasis triples. Updated 2021-07-02: Added _MOSAiC Specific Term class that includes a description of overall ontology structure","https://orcid.org/0000-0003-0632-7576","https://orcid.org/0000-0001-8888-547X,https://orcid.org/0000-0002-0381-3766,https://orcid.org/0000-0002-5300-3075","","","http://bioportal.bioontology.org/ontologies/MOSAIC","","","","https://data.bioontology.org/ontologies/MOSAIC/download?download_format=rdf","","2021-09-10","Version 1.0.1","BioPortal","https://data.bioontology.org/documentation"
"The Machine-to-Machine Measurement (M3) Lite Ontology","http://purl.org/iot/vocab/m3-lite#","M3-lite taxonomy is designed for the EU H2020 FIESTA-IoT project. It is a lite version of M3 ontology. M3-lite contains taxonomy for various QuantityKinds (commonly known as physical and environmental phenomena), Unit of measurements, different types of sensor and different types of domain of interests. M3-lite has evolved to serve the purpose of several testbeds that want to be part of federation provided by FIESTA-IoT. Most relevant testbeds integrated using M3-lite are EU FP7 s SmartSantander testbed, UniS s (UK) SmartICS testbed, Inria s (France) Soundcity/Ambiciti testbed, KETI s (South Korea) Mobius testbed and EGM s (France) 4G testbed. More information on the above testbeds along with those that have joined at the FIESTA-IoT platform is available via http://fiesta-iot. eu/index. php/fiesta-testbeds/. Intially, this taxonomy was a light weight version of M3 ontology and since 2016 has found its own separate way. We further acknowledge, testbed provider such as SmartSantander, UniS, KETI, Inria, and other open call testbeds for their valuable comments. Please report any errors to rachit. agarwal@inria. fr. The M3-lite is a taxonomy that enables testbeds to semantically annotate the IoT data produced by heterogeneous devices and store them in a federated datastore such as FIESTA-IoT. In this taxonomy, we classify devices, the domain of interests (health, smart home, smart kitchen, environmental monitoring, etc.), phenomena and unit of measurements.","https://plus.google.com/107915931756113239056,https://www.researchgate.net/profile/David_Gomez_Fernandez,http://personal.ee.surrey.ac.uk/Personal/T.Elsaleh/,https://www.researchgate.net/profile/Luis_Sanchez19,https://mimove.inria.fr/members/rachit-agarwal/","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/m3lite/versions/2017-07-29.n3","","","","","3.0","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The Machine-to-Machine Measurement (M3) Ontology","http://sensormeasurement.appspot.com/m3#","The Machine-to-Machine Measurement (M3) Ontology is a unified language, nomenclature, dictionnary which enables semantically annotating heterogeneous IoT data produced by heterogeneous devices measurements (sensors, RFID tags, etc.). We classify all devices, their measurements and the feature of interests (health, smart home, smart kitchen, environmental monitoring, etc.). By combining data from heterogeneous areas, we could propose new kinds of applications. The Machine-to-Machine Measurement (M3) language can be seen as a dictionary to classify sensor types (e. g., Blood Pressure Sensor), their measurement types (e. g., body temperature) and the related units (e. g., Degree Celcius). It has benn implemented as an ontology. M3 is a unified language, nomenclature, dictionary which enables semantically annotating heterogeneous IoT data produced by heterogeneous devices measurements (sensors, RFID tags, etc.). We also classify IoT applicative domains as feature of interests (health, smart home, smart kitchen, environmental monitoring, etc.). By combining data from heterogeneous areas, we could propose smarter IoT applications.","","","","","https://archivo.dbpedia.org/info?o=http://sensormeasurement.appspot.com/m3#","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fsensormeasurement.appspot.com%2Fm3%23&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fsensormeasurement.appspot.com%2Fm3%23&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fsensormeasurement.appspot.com%2Fm3%23&f=ttl","","2.7","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Mammalian Phenotype Ontology","http://purl.obolibrary.org/obo/mp.owl","The Mammalian Phenotype Ontology is being developed by Cynthia L. Smith, Susan M. Bello, Anna, Anagnostopoulos, Carroll W. Goldsmith and Janan T. Eppig, as part of the Mouse Genome Database (MGD) Project, Mouse Genome Informatics (MGI), The Jackson Laboratory, Bar Harbor, ME. This file contains pre-coordinated phenotype terms, definitions and synonyms that can be used to describe mammalian phenotypes. The ontology is represented as a directed acyclic graph (DAG). It organizes phenotype terms into major biological system headers such as nervous system and respiratory system. This ontology is currently under development. Weekly updates are available at the Mouse Genome Informatics (MGI) ftp site (ftp://ftp. informatics. jax. org/pub/reports/index. html#pheno) as well as the OBO Foundry site (http://obofoundry. org/). Japanese labels of MP were created by the MP Japanese Translation Project (https://github. com/dbcls/MP_Japanse). Questions, comments and suggestions are welcome, and should be directed to pheno@jax. org, Susan. Bello@jax. org or to GitHub tracker (https://github. com/mgijax/mammalian-phenotype-ontology/issues) MGD is funded by NIH/NHGRI grant HG000330.The Mammalian Phenotype Ontology Copyright © 2007, 2008, 2011, 2012, 2015 by The Jackson Laboratory.","","","","","","","","","http://purl.obolibrary.org/obo/mp.owl","","2024-04-11","","Ontology Lookup Service (OLS)","https://www.ebi.ac.uk/ols4/api/ontologies"
"The Marine Regions Ontology","http://marineregions.org/ns/ontology","The Marine Regions Gazetteer ontology provides definitions for the classes and properties used in the [Marine Regions](//marineregions. org) gazetteer.","","","","https://marineregions.org/ontology/documentation.html","https://archivo.dbpedia.org/info?o=http://marineregions.org/ns/ontology","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fmarineregions.org%2Fns%2Fontology&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fmarineregions.org%2Fns%2Fontology&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fmarineregions.org%2Fns%2Fontology&f=ttl","","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Media RDF Vocabulary","http://purl.org/media","The Media RDF vocabulary is not meant to be used by itself if you are marking up audio or video. If the media that you are marking up falls outside of audio/video, you should use the Media RDF Vocabulary if there is no other way to mark up the information. You may want to use the Audio RDF Vocabulary or Video RDF Vocabulary if you are marking up audio or video.","http://digitalbazaar.com/","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/media/versions/2008-07-09.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The Muninn Graves Ontology","http://rdf.muninn-project.org/ontologies/graves","The Muninn Graves Ontology is meant to deal with the remains of human beings. The Muninn Graves Ontology is meant to deal with the remains of human beings.","","","","","https://archivo.dbpedia.org/info?o=http://rdf.muninn-project.org/ontologies/graves","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Fgraves&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Fgraves&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Fgraves&f=ttl","2020-05-07","1.0","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Muninn Naval Ontology","http://rdf.muninn-project.org/ontologies/naval","The Muninn Naval Ontology marks up information about maritime establishments. The Muninn Naval Ontology marks up information about maritime establishments. The Muninn Naval Ontology marks up information about maritime establishments.","","","","","https://archivo.dbpedia.org/info?o=http://rdf.muninn-project.org/ontologies/naval","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Fnaval&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Fnaval&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Fnaval&f=ttl","2020-05-07","0.3","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Muninn Organization Ontology","http://rdf.muninn-project.org/ontologies/organization","The Muninn Organization Ontology is meant to deal with organizations, people and the relationships that bind them all. The Muninn Organization Ontology is meant to deal with organizations, people and the relationships that bind them all.","","","","","https://archivo.dbpedia.org/info?o=http://rdf.muninn-project.org/ontologies/organization","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Forganization&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Forganization&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Forganization&f=ttl","2020-05-07","0.3","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Muninn Religion Ontology","http://rdf.muninn-project.org/ontologies/religion","The Muninn Religion Ontology is meants to deal with both the religious belief and backgrounds of soldiers. At this time is records religious labeling but provides only basic taxonomy information. The Muninn Religion Ontology is meants to deal with both the religious belief and backgrounds of soldiers. At this time is records religious labeling but provides only basic taxonomy information.","","","","","https://archivo.dbpedia.org/info?o=http://rdf.muninn-project.org/ontologies/religion","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Freligion&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Freligion&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Freligion&f=ttl","2020-05-07","0.1","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Muninn Top Level Ontology","http://rdf.muninn-project.org/ontologies/muninn","This Ontology contains high-level constructs used by the Muninn Project to describe some of its data. This ontology should not be considered to be portable. This Ontology contains high-level constructs used by the Muninn Project to describe some of its data. This ontology should not be considered to be portable.","","","","","https://archivo.dbpedia.org/info?o=http://rdf.muninn-project.org/ontologies/muninn","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Fmuninn&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Fmuninn&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Frdf.muninn-project.org%2Fontologies%2Fmuninn&f=ttl","2020-05-07","0.1","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The NORIA Ontology","https://w3id.org/noria/ontology/","The NORIA-O project is a data model for IT networks, events and operations information. The ontology is developed using web technologies (e. g. RDF, OWL, SKOS) and is intended as a structure for realizing an IT Service Management (ITSM) Knowledge Graph (KG) for Anomaly Detection (AD) and Risk Management applications. The model has been developed in collaboration with operational teams, and in connection with third parties linked vocabularies. Alignment with third parties vocabularies is implemented on a per class or per property basis when relevant (e. g. with `rdfs: subClassOf`, `owl: equivalentClass`).Directions for direct instanciation of these vocabularies are provided for cases where implementing a class/property alignment is redundant. Alignment holds for the following vocabulary releases:- [BBO](https://hal. archives-ouvertes. fr/hal-02365012/) 1.0.0- [BOT](https://w3id. org/bot/) 0.3.2- [DevOps-Infra](https://oeg-upm. github. io/devops-infra/) 1.0.0- [FOLIO](https://github. com/IBCNServices/Folio-Ontology) 1.0.0- [ORG](https://www. w3.org/TR/vocab-org/) 0.8- [PEP](https://w3id. org/pep/) 1.1- [SEAS](https://w3id. org/seas/) 1.1- [SLOGERT](https://sepses. ifs. tuwien. ac. at/ns/log/index-en. html) 1.1.0- [UCO](https://github. com/ucoProject/uco) Release-0.8.0","Lionel Tailhardat (https://orcid.org/0000-0001-5887-899X),Raphaël Troncy (https://orcid.org/0000-0003-0457-1436),Yoan Chabot (https://orcid.org/0000-0001-5639-1504)","","","https://w3id.org/noria/doc/","","","https://lov.linkeddata.es/dataset/lov/vocabs/noria/versions/2022-12-15.n3","","","","","v0.2","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The Neural Network Ontology","https://w3id.org/nno/ontology","This is the FAIRnets Ontology. Designed by the AIFB (http://www. aifb. kit. edu).It enables to formalize Artificial Neural Networks in RDF, making it possible to represent existing Neural Networks according the FAIR principles.","http://www.aifb.kit.edu/web/Tobias_Weller,http://www.aifb.kit.edu/web/Anna_Nguyen,http://www.aifb.kit.edu/web/Michael_Färber,http://www.aifb.kit.edu/web/York_Sure-Vette","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/nno/versions/2020-06-03.n3","","","","","2.0","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The OAI ORE terms vocabulary","http://www.openarchives.org/ore/terms/","The set of terms provided by the OAI ORE initiative","http://data.semanticweb.org/person/pete-johnston,http://data.semanticweb.org/person/michael-nelson,https://plus.google.com/105190261140495135545,http://data.semanticweb.org/person/herbert-van-de-sompel,http://data.semanticweb.org/person/robert-sanderson","","","http://www.openarchives.org/ore/toc","","","https://lov.linkeddata.es/dataset/lov/vocabs/ore/versions/2008-10-17.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The OAI ORE terms vocabulary","http://purl.org/wf4ever/ore-owl","This is an OWL-ified version of the OAI-ORE 1.0 ontology. It was downloaded as application/rdf+xml from http://www. openarchives. org/ore/terms/ on 2011-11-17, converted with cwm 1.197 to N3, then edited with vim and Protege to: Make all properties Object Properties instead of rdf: Properties (avoids them becoming Annotation Properties in OWL) All classes are owl: Class instead of just rdfs: Class These properties are made functional: ore: describes, ore: proxyFor, ore: proxyIn Only one of the owl: inverseOf directions stated for ore: aggregates--ore: isAggregatedBy and ore: describes--ore: isDescribedBy is an owl: Ontology and has a owl: priorVersion","","","","http://www.openarchives.org/ore/toc","https://archivo.dbpedia.org/info?o=http://purl.org/wf4ever/ore-owl","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2Fwf4ever%2Fore-owl&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2Fwf4ever%2Fore-owl&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.org%2Fwf4ever%2Fore-owl&f=ttl","2021-02-01","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The OMRAS2 Chord Ontology","http://purl.org/ontology/chord/","FIXME","https://plus.google.com/100585509360972175609,http://data.semanticweb.org/person/yves-raimond","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/chord/versions/2007-10-25.n3","","","","","Revision: 0.1","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The OPMW Ontology","http://www.opmw.org/ontology/","OPMW is an OPMV, PROV and P-plan extension to model the executions and definitions of scientific workflows. OPMW is an OPMV, PROV and P-plan extension to model the executions and definitions of scientific workflows.","http://delicias.dia.fi.upm.es/members/DGarijo/#me,http://www.isi.edu/~gil/","","","http://www.opmw.org/","","","https://lov.linkeddata.es/dataset/lov/vocabs/opmw/versions/2014-12-22.n3","","","","","3.1","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The OWL 2 Schema vocabulary","http://www.w3.org/2002/07/owl","This ontology partially describes the built-in classes and properties that together form the basis of the RDF/XML syntax of OWL 2. The content of this ontology is based on Tables 6.1 and 6.2 in Section 6.4 of the OWL 2 RDF-Based Semantics specification, available at http://www. w3.org/TR/owl2-rdf-based-semantics/. Please note that those tables do not include the different annotations (labels, comments and rdfs: isDefinedBy links) used in this file. Also note that the descriptions provided in this ontology do not provide a complete and correct formal description of either the syntax or the semantics of the introduced terms (please see the OWL 2 recommendations for the complete and normative specifications). Furthermore, the information provided by this ontology may be misleading if not used with care. This ontology SHOULD NOT be imported into OWL ontologies. Importing this file into an OWL 2 DL ontology will cause it to become an OWL 2 Full ontology and may have other, unexpected, consequences.","","","","http://www.w3.org/TR/owl2-rdf-based-semantics/#table-axiomatic-properties,http://www.w3.org/TR/owl2-rdf-based-semantics/#table-axiomatic-classes","","","https://lov.linkeddata.es/dataset/lov/vocabs/owl/versions/2009-11-15.n3","","","","","$Date: 2009/11/15 10:54:12 $","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The Ontology of Information System on Mortality","http://www.semanticweb.org/DIASUS/OntoSIM","A Ontologia do SIM foi desenvolvida no contexto do projeto DIASUS. Ela buscou resgatar a estrutura presente na ficha de preenchimento da Declaração de Óbito - DO, do Sistema de Informação de Mortalidade - SIM, do Sistema Único de Saúde, do Brasil. As classes são os blocos de preenchimento e as propriedades de dados, os campos da ficha. Um exemplo da DO é apresentado em: https://gitlab. com/beliefchangetools/diasus/-/blob/master/OF_SIM/ficha_SIM. pdf The SIM Ontology was developed in the context of DIASUS project. This ontology intent to rescue the data structure presented in Death Certificate - DO form, from Information System on Mortality - SIM system, from Brazilian Public Health System - SUS. Death Certificate form is represented here: https://gitlab. com/beliefchangetools/diasus/-/blob/master/OF_SIM/ficha_SIM. pdf A Ontologia do SIM foi desenvolvida no contexto do projeto DIASUS. Ela buscou resgatar a estrutura presente na ficha de preenchimento da Declaração de Óbito - DO, do Sistema de Informação de Mortalidade - SIM, do Sistema Único de Saúde, do Brasil. As classes são os blocos de preenchimento e as propriedades de dados, os campos da ficha. Um exemplo da DO é apresentado em: https://gitlab. com/beliefchangetools/diasus/-/blob/master/OF_SIM/ficha_SIM. pdf The SIM Ontology was developed in the context of DIASUS project. This ontology intent to rescue the data structure presented in Death Certificate - DO form, from Information System on Mortality - SIM system, from Brazilian Public Health System - SUS. Death Certificate form is represented here: https://gitlab. com/beliefchangetools/diasus/-/blob/master/OF_SIM/ficha_SIM. pdf","","","","","http://bioportal.bioontology.org/ontologies/ONTOSIM","","","","https://data.bioontology.org/ontologies/ONTOSIM/download?download_format=rdf","","2020-08-12","","BioPortal","https://data.bioontology.org/documentation"
"The Ontology of Medically Related Social Entities","http://purl.obolibrary.org/obo/omrse.owl","The Ontology for Modeling and Representation of Social Entities (OMRSE) is an OBO Foundry ontology that represents the various entities that arise from human social interactions, such as social acts, social roles, social groups, and organizations. This ontology grew out of efforts to represent the reality underlying the demographic information required by the US federal government s meaningful use criteria for electronic medical records and a presentation by Dr. William Hogan at the Electronic Health Record of the Future conference in Buffalo, NY http://ontology. buffalo. edu/EHR/Demographics_Hogan_Buffalo_2010_09_22.ppt","","","","","https://archivo.dbpedia.org/info?o=http://purl.obolibrary.org/obo/omrse.owl","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fomrse.owl&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fomrse.owl&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fomrse.owl&f=ttl","2021-12-08","2024-03-22","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Ontology of Obstetric and Neonatal domain","http://purl.obolibrary.org/obo/ontoneo.owl","IDs allocated to individuals: ONTONEO_90000000 - ONTONEO_99999999 OntoNeo, is developed by Fernanda Farinelli and her contributor group is licensed under CC BY 4.0. PERSON: Fernanda FarinelliThe default language of this ontology is English mainly because the reusable ontologies are conceived in English. However, this ontology intends to be bilingual in order to attend the necessities of Brazilian issues. Then, every relevant term we defined in Portuguese (Brazilian portuguese) using the tag xml: lang= pt the follow annotations: label, definition, alternative term.","","","","https://ontoneo.com/","https://archivo.dbpedia.org/info?o=http://purl.obolibrary.org/obo/ontoneo.owl","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fontoneo.owl&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fontoneo.owl&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2Fontoneo.owl&f=ttl","2021-06-05","2021-04-29","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Ontosoft ontology","http://ontosoft.org/software","Ontosoft is an ontology to describe software. Ontosoft is an ontology to describe software","http://www.isi.edu/~gil/,http://www.isi.edu/~varunr/","http://delicias.dia.fi.upm.es/members/DGarijo#me","","","https://archivo.dbpedia.org/info?o=http://ontosoft.org/software","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fontosoft.org%2Fsoftware&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fontosoft.org%2Fsoftware&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fontosoft.org%2Fsoftware&f=ttl","","1.0.1","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Open Digital Rights Language (ODRL) Ontology","http://www.w3.org/ns/odrl/2/","The ODRL Vocabulary and Expression defines a set of concepts and terms (the vocabulary) and encoding mechanism (the expression) for permissions and obligations statements describing digital content usage based on the ODRL Information Model. This is the RDF ontology for ODRL Version 2.2.","Renato Iannella,Michael Steidl,Stuart Myles,Víctor Rodríguez-Doncel","W3C Permissions & Obligations Expression Working Group","","https://www.w3.org/TR/odrl-vocab/","","","https://lov.linkeddata.es/dataset/lov/vocabs/odrl/versions/2017-09-16.n3","","","","","2.2","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The Open Traffic Lights ontology","https://w3id.org/opentrafficlights","This ontology provides the terms necessary to describe the status of traffic lights.","","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/otl/versions/2018-10-31.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The Open Traffic Lights ontology","https://w3id.org/opentrafficlights#Ontology","This ontology provides the terms necessary to describe the status of traffic lights. Created by IDLab (Ghent University - imec).","https://w3id.org/people/brechtvdv/#me","","","","https://archivo.dbpedia.org/info?o=https://w3id.org/opentrafficlights#Ontology","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fopentrafficlights%23Ontology&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fopentrafficlights%23Ontology&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fopentrafficlights%23Ontology&f=ttl","2020-05-07","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Opening Hours vocabulary","http://semweb.mmlab.be/ns/oh","A vocabulary to describe opening hours using calendars (recommended: iCal, RDFCal or schema. org) published on the Web.","https://orcid.org/0000-0003-2138-7972,https://pietercolpaert.be/#me,https://plus.google.com/100657774585364184497,http://www.ugent.be/ea/isp/nl/onderzoeksgroepen/elit/sverstockt","","","https://github.com/pietercolpaert/openinghoursontology","","","https://lov.linkeddata.es/dataset/lov/vocabs/oh/versions/2015-05-22.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The P-PLAN Ontology","http://purl.org/net/p-plan#","PROV extension for linking Plans and parts of plans to their respective executions. PROV extension for linking Plans and parts of plans to their respective executions. Created by Daniel Garijo and Yolanda Gil","http://delicias.dia.fi.upm.es/members/DGarijo#me,http://www.isi.edu/~gil/","","","http://www.opmw.org/model/p-plan/","","","https://lov.linkeddata.es/dataset/lov/vocabs/p-plan/versions/2014-03-12.n3","","","","","1.3","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The PFEEPSA Ontology.","https://w3id.org/pfeepsa#","This ontology imports all the ontology modules and ODPs that form the PFEEPSA Ontology. The PFEEPSA ontology was developed in the context of the IoF2020 H2020 project, with the aim of capturing all the necessary knowledge to support data analysts in the development of a system that warns farmers about potential future situations which may be uncomfortable or even harmful for animals.","Iker Esnaola-Gonzalez Jesús Bermúdez","Izaskun Fernandez Aitor Arnaiz","","","https://archivo.dbpedia.org/info?o=https://w3id.org/pfeepsa#","","","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fpfeepsa%23&f=nt","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fpfeepsa%23&f=owl","http://archivo.dbpedia.org/download?o=https%3A%2F%2Fw3id.org%2Fpfeepsa%23&f=ttl","2020-05-07","1.0","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Pattern Ontology","http://www.essepuntato.it/2008/12/pattern","The idea of using patterns to produce reusable and high-quality assets is not new in the literature. Software engineers, architects (as Alexander who first introduced this term) and designers very often use – or rather reuse – patterns to handle problems which recur over and over. Patterns have also been studied to modularize and customize web ontologies (http://ontologydesignpatterns. org). They guarantee the flexibility and maintainability of concepts and solutions in several heterogeneous scenarios. We ve been investigating patterns for XML documents for some time. The overall goal of this research is to understand how the structure of digital documents can be segmented into atomic components, that can be manipulated independently and re-flowed in different contexts. Instead of defining a large number of complex and diversified structures, we have identified a small number of structures/patterns that are sufficient to express what most users need. Our idea is that a low number of patterns are enough to capture the most relevant document structures. An ontology defining formally patterns for segmenting a document into atomic components, in order to be manipulated independently and re-flowed in different contexts.","https://plus.google.com/108157938865675181846,http://data.semanticweb.org/person/angelo-di-iorio,http://orcid.org/0000-0003-0530-4305","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/pattern/versions/2013-07-16.n3","","","","","1.4.2","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
